<<<<<<< HEAD
Gen,GenAvg,BestFit
0,153.1,199
1,164.6,204
2,174.4,204
3,178.9,204
4,188.8,204
5,197.4,204
6,196.9,204
7,199.4,204
8,201.6,204
9,203.4,208
10,201.9,208
11,205.6,208
12,205.8,208
13,206.4,210
14,207.6,210
15,207.5,210
16,207.3,210
17,208.4,210
18,208.7,210
19,208.4,210
20,209.3,210
21,209.2,210
22,209.4,210
23,210,210
24,209.9,210
25,209.2,210
26,210,210
27,208.3,210
28,210.4,214
29,211.1,214
30,212,218
31,211.9,218
32,211.9,222
33,214,222
34,216.4,222
35,218.1,222
36,219,222
37,220.7,223
38,221.4,223
39,220.3,223
40,221,223
41,221,223
42,222.1,227
43,222.2,227
44,220.5,227
45,222.3,227
46,223.8,227
47,223.7,231
48,221.8,231
49,225.2,231
50,224.8,231
51,226.1,231
52,227.2,231
53,227.9,231
54,228.5,231
55,229.4,231
56,228.5,231
57,230,231
58,230,231
59,229.9,231
60,228.3,231
61,230.8,231
62,229.5,231
63,229.6,231
64,227,231
65,228.4,231
66,231,231
67,231.1,232
68,231.3,233
69,231.4,234
70,231,234
71,231.7,234
72,231.9,234
73,232.3,234
74,232.7,234
75,232,234
76,233.1,234
77,233,234
78,233.1,234
79,234,235
80,234.2,235
81,234,235
82,233.6,235
83,233.8,235
84,234.6,235
85,233.6,235
86,233.1,238
87,235.2,238
88,236.6,241
89,237.2,241
90,237.8,241
91,237.7,241
92,239.1,241
93,238.3,241
94,239.9,242
95,240,242
96,238.3,242
97,238.8,242
98,237.5,242
99,236.7,242
100,237.9,242
=======
Gen,GenAvg,BestFit
0,153.1,199
1,164.6,204
2,174.4,204
3,178.9,204
4,188.8,204
5,197.4,204
6,196.9,204
7,199.4,204
8,201.6,204
9,203.4,208
10,201.9,208
11,205.6,208
12,205.8,208
13,206.4,210
14,207.6,210
15,207.5,210
16,207.3,210
17,208.4,210
18,208.7,210
19,208.4,210
20,209.3,210
21,209.2,210
22,209.4,210
23,210,210
24,209.9,210
25,209.2,210
26,210,210
27,208.3,210
28,210.4,214
29,211.1,214
30,212,218
31,211.9,218
32,211.9,222
33,214,222
34,216.4,222
35,218.1,222
36,219,222
37,220.7,223
38,221.4,223
39,220.3,223
40,221,223
41,221,223
42,222.1,227
43,222.2,227
44,220.5,227
45,222.3,227
46,223.8,227
47,223.7,231
48,221.8,231
49,225.2,231
50,224.8,231
51,226.1,231
52,227.2,231
53,227.9,231
54,228.5,231
55,229.4,231
56,228.5,231
57,230,231
58,230,231
59,229.9,231
60,228.3,231
61,230.8,231
62,229.5,231
63,229.6,231
64,227,231
65,228.4,231
66,231,231
67,231.1,232
68,231.3,233
69,231.4,234
70,231,234
71,231.7,234
72,231.9,234
73,232.3,234
74,232.7,234
75,232,234
76,233.1,234
77,233,234
78,233.1,234
79,234,235
80,234.2,235
81,234,235
82,233.6,235
83,233.8,235
84,234.6,235
85,233.6,235
86,233.1,238
87,235.2,238
88,236.6,241
89,237.2,241
90,237.8,241
91,237.7,241
92,239.1,241
93,238.3,241
94,239.9,242
95,240,242
96,238.3,242
97,238.8,242
98,237.5,242
99,236.7,242
100,237.9,242
>>>>>>> c7cec7169edea7a901c9242ef34f1b79be23791c
